股票代码,股票名称,所属行业,概念板块,地区,总股本,流通股
sz002172,澳洋健康,医疗服务,"节能环保,长江三角,中药概念,养老概念,婴童概念,人工智能,精准医疗,冷链物流,工业大麻,医疗美容,辅助生殖,毛发医疗",江苏,765732360.0,765271980.0
sz002173,创新医疗,医疗服务,"预盈预增,长江三角,养老概念,婴童概念,医疗器械概念,人脑工程,人工智能,昨日涨停,华为昇腾,昨日涨停_含一字,DeepSeek概念",浙江,441284352.0,416304443.0
sz002174,游族网络,游戏,"网络游戏,转债标的,融资融券,大数据,增强现实,深股通,电子竞技,华为概念,富时罗素,标准普尔,抖音概念(字节概念),商汤概念,2025中报预增",福建,933911274.0,933359349.0
sz002175,东方智造,仪器仪表,"机构重仓,西部大开发,深股通,国产芯片",广西,1276780727.0,1276780727.0
sz002176,江特电机,电机,"军工,稀缺资源,深成500,锂电池,风能,融资融券,深股通,大飞机,标准普尔,新能源车,固态电池,机器人概念,锂矿概念",江西,1706325581.0,1706019116.0
sz002177,御银股份,计算机设备,"创投,融资融券,互联金融,区块链,生物识别",广东,761191294.0,669210114.0
sz002178,延华智能,软件开发,"物联网,预盈预增,智能电网,长江三角,智慧城市,大数据,养老概念,互联医疗,数字孪生,数据中心,鸿蒙概念,碳交易,机器人概念,2025中报扭亏",上海,712153001.0,711783158.0
sz002179,中航光电,电子元件,"军工,HS300_,深成500,融资融券,特斯拉,央国企改革,充电桩,5G概念,深证100R,深股通,军民融合,大飞机,MSCI中国,华为概念,富时罗素,标准普尔,新能源车,北交所概念,商业航天,换电概念",河南,2118271050.0,2080708850.0
sz002180,纳思达,计算机设备,"HS300_,物联网,深成500,预亏预减,智能电网,融资融券,网络安全,深股通,MSCI中国,养老金,富时罗素,标准普尔,国产芯片,半导体概念,汽车芯片,信创,人形机器人",广东,1422989339.0,1365095801.0
sz002181,粤 传 媒,文化传媒,"创投,预盈预增,融资融券,电商概念,彩票概念,粤港自贸,央国企改革,体育产业,深股通,独角兽,网红经济,AIGC概念,2025中报扭亏",广东,1161058174.0,1134520181.0
sz002182,宝武镁业,有色金属,"军工,新材料,长江三角,融资融券,3D打印,特斯拉,苹果概念,央国企改革,小金属概念,5G概念,深股通,华为概念,氢能源,富时罗素,新能源车,华为汽车,机器人概念,汽车一体化压铸,小米汽车,飞行汽车(eVTOL),低空经济",江苏,991791553.0,865512460.0
sz002183,怡 亚 通,贸易行业,"深圳特区,机构重仓,物联网,深成500,融资融券,大数据,电商概念,粤港自贸,央国企改革,充电桩,深股通,新零售,区块链,富时罗素,标准普尔,国产芯片,白酒,半导体概念,鸿蒙概念,储能,快递概念,统一大市场,信创,算力概念,存储芯片,锂矿概念",广东,2597009091.0,2596994091.0
sz002184,海得控制,专用设备,"创投,预盈预增,智能电网,太阳能,长江三角,风能,大数据,国产软件,人工智能,工业互联,边缘计算,数据中心,虚拟电厂,储能,机器视觉,减速器,PLC概念,新型工业化,2025中报扭亏",上海,351908370.0,240371504.0
sz002185,华天科技,半导体,"物联网,深成500,预盈预增,西部大开发,融资融券,中证500,5G概念,人工智能,深股通,MSCI中国,华为概念,富时罗素,标准普尔,国产芯片,传感器,氮化镓,半导体概念,Chiplet概念,CPO概念,存储芯片,华为海思",甘肃,3204484648.0,3203739793.0
sz002186,全 聚 德,旅游酒店,"预亏预减,央国企改革,新零售,白酒,内贸流通,预制菜概念,首发经济,2025中报预减",北京,306921588.0,306511338.0
sz002187,广百股份,商业百货,"创投,黄金概念,机构重仓,预亏预减,电商概念,粤港自贸,央国企改革,深股通,新零售,退税商店,网红经济,内贸流通,预制菜概念,首发经济",广东,700894633.0,517110966.0
sz002188,中天服务,房地产服务,"长江三角,微盘股",浙江,327103864.0,257363007.0
sz002189,中光学,光学光电子,"军工,中字头,预亏预减,融资融券,3D打印,通用航空,国家安防,央国企改革,全息技术,虚拟现实,增强现实,无人驾驶,深股通,军民融合,华为概念,超清视频,3D摄像头,车联网(车路云),激光雷达,荣耀概念,AI眼镜",河南,261199273.0,261159921.0
sz002190,成飞集成,汽车零部件,"军工,预盈预增,锂电池,西部大开发,融资融券,央国企改革,无人机,深股通,大飞机,新能源车,华为汽车,专精特新",四川,358729343.0,358729343.0
sz002191,劲嘉股份,包装材料,"深圳特区,物联网,预亏预减,融资融券,食品安全,北斗导航,免疫治疗,深股通,区块链,电子烟,富时罗素,标准普尔,国产芯片,蚂蚁概念,破净股,复合集流体",广东,1451778834.0,1440824536.0
sz002192,融捷股份,能源金属,"稀缺资源,预亏预减,锂电池,融资融券,深股通,标准普尔,储能,锂矿概念",广东,259655203.0,259120228.0
sz002193,如意集团,纺织服装,"预亏预减,贬值受益,新零售,C2M概念,跨境电商,微盘股",山东,261715550.0,261714050.0
sz002194,武汉凡谷,通信设备,"军工,创投,物联网,预亏预减,融资融券,5G概念,深股通,华为概念,富时罗素,职业教育,毫米波概念,2025中报预减",湖北,683285806.0,510894975.0
sz002195,岩山科技,互联网服务,"创投,网络游戏,深成500,预亏预减,云计算,长江三角,融资融券,大数据,互联金融,网络安全,阿里概念,国产软件,中证500,人脑工程,人工智能,无人驾驶,深股通,AI智能体,百度概念,华为概念,富时罗素,标准普尔,抖音概念(字节概念),鸿蒙概念,华为昇腾,机器人概念,AIGC概念,AI芯片,数据要素,短剧互动游戏,多模态AI,Sora概念,AIPC,AI制药（医疗）,AI语料,首发经济,DeepSeek概念",上海,5670554696.0,5601261712.0
sz002196,方正电机,电机,"QFII重仓,机构重仓,预亏预减,长江三角,特斯拉,央国企改革,无人机,一带一路,新能源车,机器人概念",浙江,495871930.0,488410407.0
sz002197,ST证通,计算机设备,"ST股,QFII重仓,深圳特区,移动支付,预盈预增,云计算,智慧城市,互联金融,彩票概念,粤港自贸,阿里概念,国产软件,充电桩,人工智能,区块链,百度概念,华为概念,边缘计算,垃圾分类,数字货币,数据中心,抖音概念(字节概念),鸿蒙概念,NFT概念,职业教育,数据安全,数字经济,东数西算,智慧灯杆,机器人概念,信创,数字水印,算力概念,数据要素,DeepSeek概念",广东,614362928.0,534000012.0
sz002198,嘉应制药,中药,"机构重仓,融资融券,中药概念",广东,507509848.0,507509848.0
sz002199,*ST东晶,电子元件,"ST股,LED,长江三角,昨日涨停,昨日连板,被动元件,昨日涨停_含一字,昨日连板_含一字",浙江,243442363.0,243442363.0
sz002200,*ST交投,农牧饲渔,"节能环保,ST股,预亏预减,西部大开发,央国企改革,PPP模式,农业种植",云南,184132890.0,184132890.0
sz002201,九鼎新材,玻璃玻纤,"新能源,创投,新材料,参股银行,预盈预增,长江三角,风能,融资融券,商业航天,2025中报预增",江苏,651636241.0,600177682.0
sz002202,金风科技,风电设备,"新能源,AH股,机构重仓,深成500,稀土永磁,西部大开发,风能,融资融券,中证500,一带一路,证金持股,深股通,MSCI中国,氢能源,富时罗素,标准普尔,储能,抽水蓄能,绿色电力",新疆,4225067647.0,3354825179.0
sz002203,海亮股份,有色金属,"参股银行,转债标的,机构重仓,深成500,长江三角,融资融券,小金属概念,中证500,深股通,富时罗素,标准普尔,复合集流体",浙江,2052185305.0,1982055602.0
sz002204,大连重工,工程机械,"军工,机构重仓,核能核电,风能,融资融券,海工装备,海洋经济,央国企改革,一带一路,无人驾驶,深股通,东北振兴,富时罗素,标准普尔,工程机械概念,机器人概念",辽宁,1931370032.0,1931370032.0
sz002205,国统股份,水泥建材,"预盈预增,西部大开发,风能,水利建设,央国企改革,一带一路,PPP模式,雄安新区,装配建筑,地下管网,微盘股",新疆,185843228.0,185843228.0
sz002206,海 利 得,化纤行业,"预盈预增,长江三角,融资融券,海工装备,一带一路,深股通,贬值受益,养老金,2025中报预增",浙江,1162207220.0,916174636.0
sz002207,准油股份,采掘行业,"QFII重仓,机构重仓,预亏预减,西部大开发,油气设服,央国企改革,一带一路,微盘股",新疆,262055378.0,260807600.0
sz002208,合肥城建,房地产开发,"预亏预减,央国企改革,深股通,独角兽,装配建筑,破净股",安徽,803291894.0,803084383.0
sz002209,达 意 隆,专用设备,"预盈预增,消毒剂,机器人概念,娃哈哈概念,2025中报预增",广东,199029050.0,156403784.0
sz002210,飞马国际,环保行业,"节能环保,深圳特区,机构重仓,物联网,融资融券,电商概念,深股通,快递概念,绿色电力,统一大市场",广东,2661232774.0,2656256674.0
sz002211,ST宏达,化学制品,"ST股,预盈预增,长江三角,PCB,低价股",上海,432475779.0,432475779.0
sz002212,天融信,软件开发,"物联网,预盈预增,融资融券,智慧城市,网络安全,量子科技,深股通,AI智能体,区块链,富时罗素,标准普尔,数字货币,VPN,车联网(车路云),鸿蒙概念,数据安全,数字经济,跨境支付,信创,DeepSeek概念,腾讯云",广东,1179453879.0,1167376933.0
sz002213,大为股份,半导体,"深圳特区,预盈预增,锂电池,国产芯片,胎压监测,新能源车,信创,存储芯片,锂矿概念",广东,237337830.0,206292094.0
sz002214,*ST大立,电子元件,"军工,ST股,物联网,预盈预增,长江三角,国家安防,无人机,人工智能,无人驾驶,军民融合,富时罗素,国产芯片,传感器,专精特新,机器人概念",浙江,599237935.0,479018901.0
sz002215,诺 普 信,农药兽药,"深圳特区,机构重仓,股权激励,预盈预增,融资融券,土地流转,电商概念,生态农业,深股通,乡村振兴,标准普尔,农业种植,北交所概念,草甘膦",广东,1005191310.0,784534765.0
sz002216,三全食品,食品饮料,"融资融券,电商概念,深股通,超级品牌,富时罗素,预制菜概念",河南,879184048.0,630256229.0
sz002217,合力泰,光学光电子,"机构重仓,预盈预增,智能穿戴,央国企改革,5G概念,虚拟现实,深股通,OLED,富士康,华为概念,富时罗素,ETC,PCB,标准普尔,3D玻璃,新能源车,3D摄像头,MiniLED,屏下摄像,无线充电,生物识别,低价股,电子纸概念,电子后视镜,算力概念,柔性屏(折叠屏),2025中报扭亏",福建,7479398928.0,5680364278.0
sz002218,拓日新能,光伏设备,"新能源,深圳特区,预亏预减,核能核电,太阳能,融资融券,深股通,绿色电力,钙钛矿电池",广东,1413020549.0,1392398249.0
sz002219,新里程,医疗服务,"机构重仓,西部大开发,融资融券,中药概念,养老概念,独家药品,深股通,互联医疗,低价股,并购重组概念",甘肃,3387381753.0,3272043720.0
sz002221,东华能源,石油行业,"新能源,深成500,长江三角,融资融券,页岩气,深股通,氢能源,内贸流通,碳纤维",江苏,1576127767.0,1460889862.0
sz002222,福晶科技,光学光电子,"深成500,LED,融资融券,央国企改革,量子科技,虚拟现实,增强现实,无人驾驶,深股通,华为概念,超清视频,被动元件,激光雷达",福建,470250000.0,468151715.0
sz002223,鱼跃医疗,医疗器械,"深成500,长江三角,融资融券,养老概念,医疗器械概念,阿里概念,中证500,深股通,MSCI中国,养老金,互联医疗,富时罗素,标准普尔,消毒剂,蚂蚁概念,幽门螺杆菌概念,雅下水电概念",江苏,1002476929.0,940158164.0
sz002224,三 力 士,橡胶制品,"预亏预减,长江三角,体育产业,工业大麻,储能,机器人概念",浙江,902116324.0,806380369.0
sz002225,濮耐股份,装修建材,"转债标的,小金属概念,证金持股,深股通,氢能源,碳交易",河南,1010436311.0,825374009.0
sz002226,江南化工,化学制品,"新能源,创投,太阳能,风能,水利建设,央国企改革,IPO受益,一带一路,人工智能,深股通,独角兽,标准普尔,专精特新,绿色电力,民爆概念,机器人概念,ChatGPT概念,雅下水电概念",安徽,2648922855.0,2648881652.0
sz002227,奥 特 迅,电源设备,"新能源,QFII重仓,深圳特区,预亏预减,核能核电,智能电网,充电桩,特高压,虚拟电厂,储能,钒电池,高压快充",广东,247806170.0,245936766.0
sz002228,合兴包装,包装材料,"转债标的,小米概念,数字水印,娃哈哈概念",福建,1195540803.0,1191476883.0
sz002229,鸿博股份,造纸印刷,"参股银行,机构重仓,预盈预增,云计算,融资融券,彩票概念,人工智能,深股通,区块链,数字经济,AIGC概念,ChatGPT概念,数字水印,算力概念,英伟达概念,DeepSeek概念,2025中报扭亏",福建,496191488.0,493164301.0
sz002230,科大讯飞,软件开发,"HS300_,深成500,预盈预增,融资融券,央视50_,智慧城市,智能穿戴,在线教育,智能家居,阿里概念,国产软件,人脑工程,量子科技,深证100R,人工智能,无人驾驶,深股通,雄安新区,MSCI中国,工业互联,独角兽,互联医疗,华为概念,超清视频,数字孪生,富时罗素,标准普尔,无线耳机,远程办公,车联网(车路云),商汤概念,生物识别,元宇宙概念,虚拟数字人,机器人概念,信创,AIGC概念,ChatGPT概念,中特估,多模态AI",安徽,2311692581.0,2189143764.0
sz002231,*ST奥维,通信服务,"军工,ST股,预亏预减,5G概念,军民融合,东北振兴,专精特新",辽宁,346850017.0,294818767.0
sz002232,启明信息,互联网服务,"预亏预减,云计算,融资融券,智慧城市,北斗导航,大数据,网络安全,央国企改革,国产软件,充电桩,一带一路,虚拟现实,无人驾驶,深股通,工业互联,东北振兴,百度概念,华为概念,数字孪生,胎压监测,新能源车,车联网(车路云),数据中心,华为汽车,国资云概念,EDR概念,电子身份证,信创,MLOps概念,ERP概念,数据要素,飞行汽车(eVTOL),低空经济",吉林,408548455.0,408548455.0
sz002233,塔牌集团,水泥建材,"创投,融资融券,粤港自贸,深股通,富时罗素,标准普尔,破净股,2025中报预增",广东,1192275016.0,1191484966.0
sz002234,民和股份,农牧饲渔,"预亏预减,融资融券,生态农业,富时罗素,鸡肉概念,生物质能发电",山东,348960212.0,301408639.0
sz002235,安妮股份,造纸印刷,"预盈预增,融资融券,大数据,彩票概念,区块链,知识产权,NFT概念,数字经济,Web3.0,数据确权,数据要素",福建,579572284.0,553578302.0
sz002236,大华股份,计算机设备,"HS300_,机构重仓,物联网,股权激励,深成500,云计算,长江三角,融资融券,智慧城市,网络安全,电商概念,国家安防,智能家居,充电桩,无人机,证金持股,PPP模式,深证100R,人工智能,无人驾驶,深股通,AI智能体,MSCI中国,超清视频,富时罗素,标准普尔,新能源车,远程办公,车联网(车路云),鸿蒙概念,生物识别,电子车牌,华为昇腾,机器视觉,机器人概念,信创,毫米波概念,时空大数据,算力概念,数据要素,多模态AI,DeepSeek概念",浙江,3286755574.0,2115962050.0
sz002237,恒邦股份,贵金属,"稀缺资源,转债标的,黄金概念,深成500,融资融券,央国企改革,小金属概念,深股通,贬值受益,富时罗素,标准普尔,磷化工",山东,1148080932.0,910466532.0
sz002238,天威视讯,文化传媒,"深圳特区,预亏预减,融资融券,智慧城市,央国企改革,5G概念,人工智能,深股通,影视概念,超清视频,VPN,广电,数据中心,短剧互动游戏",广东,802559160.0,802559160.0
sz002239,奥特佳,汽车零部件,"新能源,预盈预增,长江三角,融资融券,特斯拉,央国企改革,深股通,小米概念,独角兽,富时罗素,新能源车,储能,低价股,汽车热管理,小米汽车",江苏,3308833844.0,3243153144.0
sz002240,盛新锂能,能源金属,"深圳特区,股权激励,深成500,预亏预减,锂电池,西部大开发,融资融券,小金属概念,深股通,富时罗素,锂矿概念",四川,915293872.0,866277805.0
sz002241,歌尔股份,消费电子,"HS300_,机构重仓,深成500,预盈预增,LED,融资融券,智能穿戴,智能电视,苹果概念,智能家居,无人机,证金持股,虚拟现实,深证100R,增强现实,深股通,MSCI中国,工业互联,小米概念,独角兽,富士康,华为概念,富时罗素,标准普尔,国产芯片,无线耳机,传感器,茅指数,元宇宙概念,混合现实,星闪概念,AI眼镜",山东,3491497159.0,3084319307.0
sz002242,九阳股份,家电行业,"预亏预减,融资融券,电商概念,智能家居,证金持股,深股通,富时罗素,标准普尔,净水概念",山东,763017000.0,761705700.0
sz002243,力合科创,美容护理,"创投,深圳特区,融资融券,石墨烯,智慧城市,大数据,病毒防治,央国企改革,深股通,冷链物流,富时罗素,国产芯片,降解塑料,半导体概念,数据中心,辅助生殖,6G概念,化妆品概念,碳基材料,数字经济,裸眼3D",广东,1210604219.0,1204142290.0
sz002244,滨江集团,房地产开发,"深成500,预盈预增,长江三角,融资融券,养老概念,旅游概念,中证500,证金持股,深股通,MSCI中国,租售同权,富时罗素,标准普尔,固态电池,2025中报预增",浙江,3111443890.0,2682353740.0
sz002245,蔚蓝锂芯,电池,"创投,深成500,预盈预增,锂电池,LED,长江三角,融资融券,深股通,国产芯片,MiniLED,氮化镓,固态电池,钠离子电池,储能,机器人概念,低空经济,2025中报预增",江苏,1152046537.0,1083430357.0
sz002246,北化股份,化学制品,"军工,节能环保,机构重仓,预盈预增,西部大开发,融资融券,央国企改革,证金持股,深股通,军民融合,商业航天,核污染防治,空间站概念,2025中报预增",四川,549034794.0,549034794.0
sz002247,聚力文化,装修装饰,"创投,长江三角,低价股,微盘股,2025中报预减",浙江,850870049.0,643540672.0
sz002248,华东数控,通用设备,"QFII重仓,机构重仓,预盈预增,铁路基建,工业母机,新型工业化,2025中报预增",山东,307495600.0,307495600.0
sz002249,大洋电机,电机,"股权激励,深成500,融资融券,燃料电池,充电桩,深股通,氢能源,富时罗素,标准普尔,新能源车,人形机器人",广东,2441257838.0,1830333703.0
sz002250,联化科技,农药兽药,"预盈预增,长江三角,融资融券,证金持股,深股通,富时罗素,CRO",浙江,911333117.0,906534156.0
sz002251,步步高,商业百货,"机构重仓,移动支付,预盈预增,融资融券,电商概念,深股通,新零售,富时罗素,标准普尔,免税概念,社区团购,REITs概念,内贸流通,预制菜概念,统一大市场,2025中报扭亏",湖南,2688699689.0,2074872119.0
sz002252,上海莱士,生物制品,"HS300_,机构重仓,深成500,长江三角,融资融券,病毒防治,免疫治疗,深证100R,深股通,MSCI中国,体外诊断,富时罗素,标准普尔",上海,6637984837.0,6634489612.0
sz002253,*ST智胜,软件开发,"军工,ST股,预亏预减,云计算,西部大开发,通用航空,智慧城市,网络安全,国家安防,虚拟现实,人工智能,增强现实,军民融合,华为概念,车联网(车路云),生物识别,华为昇腾,元宇宙概念,低空经济",四川,225626095.0,207760230.0
sz002254,泰和新材,化纤行业,"军工,新材料,预亏预减,铁路基建,融资融券,央国企改革,无人机,深股通,军民融合,养老金,富时罗素,标准普尔,固态电池,2025中报预减",山东,857213183.0,818440720.0
sz002255,海陆重工,电源设备,"煤化工,节能环保,预盈预增,核能核电,长江三角,融资融券,充电桩,深股通,氢能源,氮化镓,第三代半导体,专精特新,可控核聚变,2025中报预增",江苏,830881055.0,637972243.0
sz002256,兆新股份,电网设备,"新能源,深圳特区,预盈预增,锂电池,太阳能,融资融券,标准普尔,绿色电力,低价股",广东,1986125387.0,1951093547.0
sz002258,利尔化学,农药兽药,"预盈预增,西部大开发,融资融券,央国企改革,深股通,富时罗素,标准普尔,2025中报预增",四川,800437228.0,799150345.0
sz002259,升达林业,燃气,"新能源,成渝特区,预盈预增,天然气,2025中报扭亏",四川,752328267.0,752328267.0
sz002261,拓维信息,软件开发,"网络游戏,预亏预减,云计算,融资融券,大数据,在线教育,中证500,人工智能,深股通,MSCI中国,工业互联,独角兽,华为概念,边缘计算,富时罗素,智慧政务,远程办公,车联网(车路云),鸿蒙概念,华为昇腾,华为欧拉,东数西算,机器人概念,信创,DeepSeek概念",湖南,1259577814.0,1146078432.0
sz002262,恩华药业,化学制药,"深成500,长江三角,融资融券,中证500,深股通,精准医疗,MSCI中国,互联医疗,富时罗素,标准普尔,阿兹海默,痘病毒防治,创新药",江苏,1016176792.0,881644025.0
sz002263,大东南,塑料制品,"新材料,预盈预增,太阳能,长江三角,融资融券,石墨烯,央国企改革,深股通,特高压,2025中报扭亏",浙江,1878360100.0,1878345100.0
sz002264,新 华 都,互联网服务,"电商概念,阿里概念,赛马概念,人工智能,新零售,独角兽,抖音概念(字节概念),抖音小店,网红经济,拼多多概念,快手概念,内贸流通,跨境电商,小红书概念",福建,719811300.0,654782810.0
sz002265,建设工业,汽车零部件,"军工,深成500,西部大开发,融资融券,央国企改革,无人机,人工智能,无人驾驶,深股通,军民融合,新能源车,减速器,新型工业化",云南,1033040407.0,403097025.0
sz002266,浙富控股,环保行业,"节能环保,黄金概念,深成500,核能核电,长江三角,融资融券,水利建设,互联金融,小金属概念,中证500,一带一路,深股通,独角兽,影视概念,富时罗素,标准普尔,抽水蓄能,动力电池回收,可控核聚变,雅下水电概念",浙江,5219271402.0,4896801048.0
sz002267,陕天然气,燃气,"西部大开发,融资融券,央国企改革,证金持股,深股通,天然气,富时罗素,标准普尔",陕西,1112075445.0,1112075445.0
sz002268,电科网安,软件开发,"移动支付,股权激励,深成500,预盈预增,云计算,西部大开发,融资融券,大数据,网络安全,央国企改革,国产软件,量子科技,5G概念,人工智能,深股通,区块链,华为概念,富时罗素,标准普尔,数字货币,VPN,智慧政务,国产芯片,IPv6,车联网(车路云),鸿蒙概念,汽车芯片,数据安全,数字经济,跨境支付,信创,数据要素",四川,845677003.0,845429908.0
sz002269,美邦服饰,纺织服装,"参股银行,机构重仓,预亏预减,长江三角,融资融券,婴童概念,电商概念,深股通,贬值受益,新零售,抖音小店,低价股,中俄贸易概念,跨境电商,首发经济,小红书概念,2025中报预减",上海,2512500000.0,2512500000.0
sz002270,华明装备,电网设备,"新能源,QFII重仓,深成500,太阳能,融资融券,深股通,特高压,工业母机",山东,896225431.0,896211069.0
sz002271,东方雨虹,装修建材,"新材料,QFII重仓,深成500,预亏预减,铁路基建,融资融券,水利建设,参股保险,电商概念,海绵城市,深股通,雄安新区,MSCI中国,富时罗素,标准普尔,装配建筑,茅指数",北京,2388699866.0,1914981623.0
sz002272,川润股份,工程机械,"军工,节能环保,QFII重仓,机构重仓,预盈预增,智能电网,西部大开发,风能,融资融券,昨日触板,特高压,储能,工程机械概念,超超临界发电,机器人概念,液冷概念",四川,484877300.0,386703348.0
sz002273,水晶光电,光学光电子,"深成500,预盈预增,太阳能,长江三角,融资融券,智能穿戴,苹果概念,国家安防,蓝宝石,中证500,虚拟现实,增强现实,无人驾驶,深股通,MSCI中国,小米概念,独角兽,超清视频,富时罗素,标准普尔,3D摄像头,生物识别,激光雷达,元宇宙概念,AI手机,荣耀概念,AI眼镜",浙江,1390632221.0,1362211854.0
sz002274,华昌化工,化肥行业,"煤化工,化工原料,预亏预减,长江三角,融资融券,燃料电池,深股通,氢能源,2025中报预减",江苏,952364646.0,937849130.0
sz002275,桂林三金,中药,"西部大开发,融资融券,参股保险,中药概念,深股通,昨日涨停,富时罗素,单抗概念,流感,昨日涨停_含一字",广西,587568600.0,559041316.0
sz002276,万马股份,电网设备,"军工,新材料,机构重仓,核能核电,智能电网,长江三角,融资融券,央国企改革,充电桩,5G概念,深股通,区块链,富时罗素,标准普尔,新能源车,机器人概念,高压快充,人形机器人",浙江,1014289836.0,1005083336.0
sz002277,友阿股份,商业百货,"参股银行,融资融券,电商概念,彩票概念,证金持股,深股通,新零售,乡村振兴,富时罗素,免税概念,抖音小店,长寿药,网红经济,内贸流通,机器人概念,跨境电商,并购重组概念",湖南,1394172800.0,1394172800.0
sz002278,神开股份,专用设备,"预盈预增,长江三角,海工装备,页岩气,油气设服,海洋经济,无人机,一带一路,人工智能,可燃冰,氢能源,商业航天,中俄贸易概念,低空经济,碳纤维,2025中报预增",上海,363909648.0,334206521.0
sz002279,久其软件,软件开发,"机构重仓,预盈预增,云计算,参股新三板,大数据,网络安全,国产软件,人工智能,深股通,雄安新区,区块链,百度概念,华为概念,智慧政务,远程办公,抖音概念(字节概念),网红经济,快手概念,化债(AMC)概念,职业教育,数字经济,信创,数据要素,财税数字化",北京,862206871.0,789727349.0
sz002281,光迅科技,通信设备,"深成500,预盈预增,融资融券,央国企改革,中证500,量子科技,一带一路,5G概念,深股通,MSCI中国,养老金,百度概念,华为概念,富时罗素,标准普尔,国产芯片,抖音概念(字节概念),湖北自贸,激光雷达,F5G概念,CPO概念,光通信模块,液冷概念,2025中报预增",湖北,806851752.0,779638234.0
sz002282,博深股份,通用设备,"铁路基建,央国企改革,京津冀,一带一路",河北,526838348.0,502015138.0
sz002283,天润工业,汽车零部件,"融资融券,深股通",山东,1139457178.0,1003526429.0
sz002284,亚太股份,汽车零部件,"机构重仓,预盈预增,长江三角,融资融券,无人驾驶,深股通,胎压监测,新能源车,车联网(车路云),商业航天,华为汽车,轮毂电机,2025中报预增",浙江,739100348.0,731214173.0
sz002285,世联行,房地产服务,"深圳特区,预盈预增,融资融券,互联金融,养老概念,粤港自贸,央国企改革,深股通,共享经济,租售同权,富时罗素,标准普尔,化债(AMC)概念,REITs概念,低价股",广东,1992829038.0,1975791576.0
sz002286,保龄宝,食品饮料,"参股银行,机构重仓,预盈预增,代糖概念,调味品概念,合成生物",山东,380117380.0,369552130.0
sz002287,奇正藏药,中药,"转债标的,西部大开发,融资融券,中药概念,独家药品,深股通,富时罗素,流感",西藏,536984940.0,535856532.0
sz002289,*ST宇顺,光学光电子,"ST股,深圳特区,预盈预增,昨日涨停,昨日连板,昨日涨停_含一字,昨日连板_含一字",广东,280253733.0,279953733.0
sz002290,禾盛新材,家电行业,"新材料,QFII重仓,机构重仓,预盈预增,长江三角,人工智能,深股通,国产芯片,AI芯片,DeepSeek概念,2025中报预增",江苏,248112330.0,247249830.0
sz002291,遥望科技,互联网服务,"网络游戏,机构重仓,预盈预增,融资融券,电商概念,深股通,乡村振兴,抖音概念(字节概念),网红经济,快手概念,NFT概念,虚拟数字人,Web3.0,短剧互动游戏,首发经济,小红书概念",广东,935545353.0,869101510.0
sz002292,奥飞娱乐,文化传媒,"网络游戏,股权激励,预亏预减,融资融券,婴童概念,电商概念,虚拟现实,人工智能,深股通,影视概念,富时罗素,标准普尔,网红经济,盲盒经济,NFT概念,元宇宙概念,虚拟数字人,机器人概念,跨境电商,ChatGPT概念,谷子经济",广东,1478699697.0,1017868772.0
sz002293,罗莱生活,纺织服装,"长江三角,融资融券,互联金融,婴童概念,电商概念,智能家居,深股通,贬值受益,新零售,富时罗素,标准普尔,网红经济",江苏,834092481.0,826608069.0
sz002294,信立泰,化学制药,"深圳特区,深成500,融资融券,参股保险,央视50_,医疗器械概念,中证500,证金持股,深股通,MSCI中国,富时罗素,单抗概念,标准普尔,创新药,减肥药",广东,1114816535.0,1114565736.0
sz002295,精艺股份,有色金属,虚拟电厂,广东,250616000.0,250294000.0
sz002296,辉煌科技,通信设备,"股权激励,预盈预增,铁路基建,北斗导航,大飞机,区块链,工业互联,WiFi,储能,专精特新,信创",河南,389580420.0,347415444.0
sz002297,博云新材,航天航空,"军工,新材料,预亏预减,融资融券,通用航空,央国企改革,小金属概念,无人机,军民融合,大飞机,商业航天,碳纤维",湖南,573104819.0,573104819.0
sz002298,中电鑫龙,电网设备,"军工,物联网,预盈预增,锂电池,云计算,智能电网,融资融券,智慧城市,大数据,国家安防,国产软件,充电桩,无人机,PPP模式,人工智能,区块链,华为概念,边缘计算,富时罗素,UWB概念,智慧政务,传感器,数据中心,无线充电,碳交易,储能,数字经济,信创,AIGC概念,时空大数据,算力概念,数据要素,2025中报扭亏",安徽,740110901.0,653665416.0
sz002299,圣农发展,农牧饲渔,"深成500,预盈预增,融资融券,食品安全,中证500,深股通,冷链物流,富时罗素,标准普尔,鸡肉概念,社区团购,预制菜概念,2025中报预增",福建,1243400295.0,1243331721.0
sz002300,太阳电缆,电网设备,"军工,风能,融资融券,充电桩",福建,722333700.0,722275059.0
sz002301,齐心集团,家用轻工,"深圳特区,云计算,融资融券,电商概念,一带一路,人工智能,深股通,百度概念,华为概念,富时罗素,智慧政务,远程办公,信创,AI眼镜,谷子经济,DeepSeek概念",广东,721307933.0,717990223.0
sz002302,西部建设,水泥建材,"预亏预减,核能核电,西部大开发,融资融券,3D打印,央国企改革,一带一路,深股通,雄安新区,富时罗素,标准普尔,破净股",新疆,1262354304.0,1262354304.0
sz002303,美盈森,包装材料,"节能环保,深圳特区,机构重仓,融资融券,电商概念,深股通,军民融合,区块链,工业大麻,电子烟,人造肉,富时罗素,标准普尔,快递概念",广东,1531323685.0,952514255.0
